id,name,types,card_id,card_name,card_rarity,card_count
d-bw1-2,Red Frenzy,"[""Fire"", ""Fighting""]",bw1-25,Darmanitan,Rare,1
d-bw1-2,Red Frenzy,"[""Fire"", ""Fighting""]",bw1-23,Darumaka,Common,4
d-bw1-2,Red Frenzy,"[""Fire"", ""Fighting""]",bw1-58,Timburr,Common,2
d-bw1-2,Red Frenzy,"[""Fire"", ""Fighting""]",bw1-83,Stoutland,Rare,1
d-bw1-2,Red Frenzy,"[""Fire"", ""Fighting""]",bw1-82,Herdier,Uncommon,2
d-bw1-2,Red Frenzy,"[""Fire"", ""Fighting""]",bw1-81,Lillipup,Common,3
d-bw1-2,Red Frenzy,"[""Fire"", ""Fighting""]",bw1-89,Cinccino,Rare,1
d-bw1-2,Red Frenzy,"[""Fire"", ""Fighting""]",bw1-88,Minccino,Common,2
d-bw1-2,Red Frenzy,"[""Fire"", ""Fighting""]",bw1-93,Energy Search,Common,2
d-bw1-2,Red Frenzy,"[""Fire"", ""Fighting""]",bw1-104,Switch,Common,2
d-bw1-2,Red Frenzy,"[""Fire"", ""Fighting""]",bw1-92,Energy Retrieval,Uncommon,2
d-bw1-2,Red Frenzy,"[""Fire"", ""Fighting""]",bw1-99,Pokémon Communication,Uncommon,2
d-bw1-2,Red Frenzy,"[""Fire"", ""Fighting""]",bw1-101,Professor Juniper,Uncommon,2
d-bw1-2,Red Frenzy,"[""Fire"", ""Fighting""]",bw1-102,Revive,Uncommon,2
d-bw1-2,Red Frenzy,"[""Fire"", ""Fighting""]",bw1-106,Fire Energy,,12
d-bw1-2,Red Frenzy,"[""Fire"", ""Fighting""]",bw1-110,Fighting Energy,,6
d-bw1-3,Blue Assault,"[""Water"", ""Lightning""]",bw1-31,Samurott,Rare Holo,1
d-bw1-3,Blue Assault,"[""Water"", ""Lightning""]",bw1-31,Samurott,Rare,1
d-bw1-3,Blue Assault,"[""Water"", ""Lightning""]",bw1-29,Dewott,Uncommon,3
d-bw1-3,Blue Assault,"[""Water"", ""Lightning""]",bw1-27,Oshawott,Common,4
d-bw1-3,Blue Assault,"[""Water"", ""Lightning""]",bw1-34,Simipour,Uncommon,2
d-bw1-3,Blue Assault,"[""Water"", ""Lightning""]",bw1-33,Panpour,Common,3
d-bw1-3,Blue Assault,"[""Water"", ""Lightning""]",bw1-37,Swanna,Rare,1
d-bw1-3,Blue Assault,"[""Water"", ""Lightning""]",bw1-36,Ducklett,Common,2
d-bw1-3,Blue Assault,"[""Water"", ""Lightning""]",bw1-35,Basculin,Uncommon,2
d-bw1-3,Blue Assault,"[""Water"", ""Lightning""]",bw1-46,Galvantula,Rare,1
d-bw1-3,Blue Assault,"[""Water"", ""Lightning""]",bw1-45,Joltik,Common,2
d-bw1-3,Blue Assault,"[""Water"", ""Lightning""]",bw1-40,Blitzle,Common,2
d-bw1-3,Blue Assault,"[""Water"", ""Lightning""]",bw1-86,Unfezant,Rare,1
d-bw1-3,Blue Assault,"[""Water"", ""Lightning""]",bw1-85,Tranquill,Uncommon,2
d-bw1-3,Blue Assault,"[""Water"", ""Lightning""]",bw1-84,Pidove,Common,3
d-bw1-3,Blue Assault,"[""Water"", ""Lightning""]",bw1-93,Energy Search,Common,2
d-bw1-3,Blue Assault,"[""Water"", ""Lightning""]",bw1-100,Potion,Common,2
d-bw1-3,Blue Assault,"[""Water"", ""Lightning""]",bw1-92,Energy Retrieval,Uncommon,2
d-bw1-3,Blue Assault,"[""Water"", ""Lightning""]",bw1-97,Poké Ball,Uncommon,2
d-bw1-3,Blue Assault,"[""Water"", ""Lightning""]",bw1-101,Professor Juniper,Uncommon,2
d-bw1-3,Blue Assault,"[""Water"", ""Lightning""]",bw1-102,Revive,Uncommon,2
d-bw1-3,Blue Assault,"[""Water"", ""Lightning""]",bw1-107,Water Energy,Common,12
d-bw1-3,Blue Assault,"[""Water"", ""Lightning""]",bw1-108,Lightning Energy,Common,6
d-hgss4-1,Verdant Frost,"[""Grass"", ""Water""]",hgss4-5,Mamoswine,Rare Holo,1
d-hgss4-1,Verdant Frost,"[""Grass"", ""Water""]",hgss4-5,Mamoswine,Rare,1
d-hgss4-1,Verdant Frost,"[""Grass"", ""Water""]",hgss4-48,Piloswine,Uncommon,2
d-hgss4-1,Verdant Frost,"[""Grass"", ""Water""]",hgss4-79,Swinub,Common,4
d-hgss4-1,Verdant Frost,"[""Grass"", ""Water""]",hgss4-54,Yanmega,Uncommon,2
d-hgss4-1,Verdant Frost,"[""Grass"", ""Water""]",hgss4-84,Yanma,Common,2
d-hgss4-1,Verdant Frost,"[""Grass"", ""Water""]",hgss4-24,Kricketune,Rare,1
d-hgss4-1,Verdant Frost,"[""Grass"", ""Water""]",hgss4-65,Kricketot,Common,2
d-hgss4-1,Verdant Frost,"[""Grass"", ""Water""]",hgss4-22,Golduck,Rare,1
d-hgss4-1,Verdant Frost,"[""Grass"", ""Water""]",hgss4-74,Psyduck,Common,2
d-hgss4-1,Verdant Frost,"[""Grass"", ""Water""]",hgss4-11,Venomoth,Rare,1
d-hgss4-1,Verdant Frost,"[""Grass"", ""Water""]",hgss4-81,Venonat,Common,2
d-hgss4-1,Verdant Frost,"[""Grass"", ""Water""]",hgss4-53,Weepinbell,Uncommon,2
d-hgss4-1,Verdant Frost,"[""Grass"", ""Water""]",hgss4-57,Bellsprout,Common,2
d-hgss4-1,Verdant Frost,"[""Grass"", ""Water""]",hgss4-50,Tentacruel,Uncommon,2
d-hgss4-1,Verdant Frost,"[""Grass"", ""Water""]",hgss4-80,Tentacool,Common,2
d-hgss4-1,Verdant Frost,"[""Grass"", ""Water""]",hgss4-85,Black Belt,Uncommon,2
d-hgss4-1,Verdant Frost,"[""Grass"", ""Water""]",hgss3-73,Energy Exchanger,Uncommon,2
d-hgss4-1,Verdant Frost,"[""Grass"", ""Water""]",hgss2-77,Interviewer's Questions,Uncommon,2
d-hgss4-1,Verdant Frost,"[""Grass"", ""Water""]",hgss1-95,Poké Ball,Uncommon,1
d-hgss4-1,Verdant Frost,"[""Grass"", ""Water""]",hgss1-98,Pokémon Communication,Uncommon,2
d-hgss4-1,Verdant Frost,"[""Grass"", ""Water""]",hgss1-100,Professor Elm's Training Method,Uncommon,2
d-hgss4-1,Verdant Frost,"[""Grass"", ""Water""]",hgss1-101,Professor Oak's New Theory,Uncommon,2
d-hgss4-1,Verdant Frost,"[""Grass"", ""Water""]",hgss1-115,Grass Energy,Common,9
d-hgss4-1,Verdant Frost,"[""Grass"", ""Water""]",hgss1-117,Water Energy,Common,9
d-hgss4-2,Royal Guard,"[""Psychic"", ""Fighting""]",hgss4-6,Nidoking,Rare Holo,1
d-hgss4-2,Royal Guard,"[""Psychic"", ""Fighting""]",hgss4-6,Nidoking,Rare,1
d-hgss4-2,Royal Guard,"[""Psychic"", ""Fighting""]",hgss4-46,Nidorino,Uncommon,2
d-hgss4-2,Royal Guard,"[""Psychic"", ""Fighting""]",hgss4-70,Nidoran♂,Common,4
d-hgss4-2,Royal Guard,"[""Psychic"", ""Fighting""]",hgss4-26,Machamp,Rare,1
d-hgss4-2,Royal Guard,"[""Psychic"", ""Fighting""]",hgss4-40,Machoke,Uncommon,2
d-hgss4-2,Royal Guard,"[""Psychic"", ""Fighting""]",hgss4-67,Machop,Common,2
d-hgss4-2,Royal Guard,"[""Psychic"", ""Fighting""]",hgss4-44,Marowak,Uncommon,2
d-hgss4-2,Royal Guard,"[""Psychic"", ""Fighting""]",hgss4-60,Cubone,Common,2
d-hgss4-2,Royal Guard,"[""Psychic"", ""Fighting""]",hgss4-23,Grumpig,Rare,1
d-hgss4-2,Royal Guard,"[""Psychic"", ""Fighting""]",hgss4-77,Spoink,Common,2
d-hgss4-2,Royal Guard,"[""Psychic"", ""Fighting""]",hgss4-35,Haunter,Uncommon,2
d-hgss4-2,Royal Guard,"[""Psychic"", ""Fighting""]",hgss4-63,Gastly,Common,2
d-hgss4-2,Royal Guard,"[""Psychic"", ""Fighting""]",hgss4-14,Banette,Rare,1
d-hgss4-2,Royal Guard,"[""Psychic"", ""Fighting""]",hgss4-75,Shuppet,Common,2
d-hgss4-2,Royal Guard,"[""Psychic"", ""Fighting""]",hgss4-76,Skorupi,Common,2
d-hgss4-2,Royal Guard,"[""Psychic"", ""Fighting""]",hgss3-73,Energy Exchanger,Uncommon,2
d-hgss4-2,Royal Guard,"[""Psychic"", ""Fighting""]",hgss2-77,Interviewer's Questions,Uncommon,2
d-hgss4-2,Royal Guard,"[""Psychic"", ""Fighting""]",hgss2-79,Life Herb,Uncommon,2
d-hgss4-2,Royal Guard,"[""Psychic"", ""Fighting""]",hgss1-95,Poké Ball,Uncommon,2
d-hgss4-2,Royal Guard,"[""Psychic"", ""Fighting""]",hgss1-100,Professor Elm's Training Method,Uncommon,2
d-hgss4-2,Royal Guard,"[""Psychic"", ""Fighting""]",hgss1-101,Professor Oak's New Theory,Uncommon,1
d-hgss4-2,Royal Guard,"[""Psychic"", ""Fighting""]",hgss4-89,Twins,Uncommon,2
d-hgss4-2,Royal Guard,"[""Psychic"", ""Fighting""]",hgss1-120,Fighting Energy,Common,10
d-hgss4-2,Royal Guard,"[""Psychic"", ""Fighting""]",hgss1-119,Psychic Energy,Common,8
d-ex11-1,Breakthrough,"[""Grass"", ""Lightning"", ""Metal""]",ex11-88,Zubat,Common,4
d-ex11-1,Breakthrough,"[""Grass"", ""Lightning"", ""Metal""]",ex11-43,Golbat,Uncommon,2
d-ex11-1,Breakthrough,"[""Grass"", ""Lightning"", ""Metal""]",ex11-2,Crobat δ,Rare Holo,1
d-ex11-1,Breakthrough,"[""Grass"", ""Lightning"", ""Metal""]",ex11-65,Dratini δ,Common,4
d-ex11-1,Breakthrough,"[""Grass"", ""Lightning"", ""Metal""]",ex11-41,Dragonair δ,Uncommon,2
d-ex11-1,Breakthrough,"[""Grass"", ""Lightning"", ""Metal""]",ex11-72,Koffing,Common,4
d-ex11-1,Breakthrough,"[""Grass"", ""Lightning"", ""Metal""]",ex11-33,Weezing,Rare,1
d-ex11-1,Breakthrough,"[""Grass"", ""Lightning"", ""Metal""]",ex11-74,Magnemite,Common,2
d-ex11-1,Breakthrough,"[""Grass"", ""Lightning"", ""Metal""]",ex11-71,Holon's Voltorb,Common,4
d-ex11-1,Breakthrough,"[""Grass"", ""Lightning"", ""Metal""]",ex11-21,Holon's Electrode,Rare,1
d-ex11-1,Breakthrough,"[""Grass"", ""Lightning"", ""Metal""]",ex11-95,Holon Researcher,Uncommon,2
d-ex11-1,Breakthrough,"[""Grass"", ""Lightning"", ""Metal""]",ex11-92,Holon Lass,Uncommon,1
d-ex11-1,Breakthrough,"[""Grass"", ""Lightning"", ""Metal""]",ex11-102,Switch,Common,2
d-ex11-1,Breakthrough,"[""Grass"", ""Lightning"", ""Metal""]",ex11-101,Potion,Common,2
d-ex11-1,Breakthrough,"[""Grass"", ""Lightning"", ""Metal""]",ex11-99,Master Ball,Uncommon,2
d-ex11-1,Breakthrough,"[""Grass"", ""Lightning"", ""Metal""]",ex11-90,Great Ball,Uncommon,2
d-ex11-1,Breakthrough,"[""Grass"", ""Lightning"", ""Metal""]",ex9-104,Lightning Energy,,12
d-ex11-1,Breakthrough,"[""Grass"", ""Lightning"", ""Metal""]",ex9-101,Grass Energy,,10
d-ex11-1,Breakthrough,"[""Grass"", ""Lightning"", ""Metal""]",ex11-107,Metal Energy,Rare,2
d-ex11-2,Steeplechase,"[""Fire"", ""Colorless"", ""Metal""]",ex11-57,Bagon δ,Common,4
d-ex11-2,Steeplechase,"[""Fire"", ""Colorless"", ""Metal""]",ex11-53,Shelgon δ,Uncommon,2
d-ex11-2,Steeplechase,"[""Fire"", ""Colorless"", ""Metal""]",ex11-14,Salamence δ,Rare Holo,1
d-ex11-2,Steeplechase,"[""Fire"", ""Colorless"", ""Metal""]",ex11-80,Porygon,Common,4
d-ex11-2,Steeplechase,"[""Fire"", ""Colorless"", ""Metal""]",ex11-25,Porygon2,Rare,1
d-ex11-2,Steeplechase,"[""Fire"", ""Colorless"", ""Metal""]",ex11-86,Taillow,Common,4
d-ex11-2,Steeplechase,"[""Fire"", ""Colorless"", ""Metal""]",ex11-32,Swellow,Rare,1
d-ex11-2,Steeplechase,"[""Fire"", ""Colorless"", ""Metal""]",ex11-78,Ponyta,Common,4
d-ex11-2,Steeplechase,"[""Fire"", ""Colorless"", ""Metal""]",ex11-52,Rapidash,Uncommon,2
d-ex11-2,Steeplechase,"[""Fire"", ""Colorless"", ""Metal""]",ex11-77,Meowth,Common,2
d-ex11-2,Steeplechase,"[""Fire"", ""Colorless"", ""Metal""]",ex11-95,Holon Researcher,Uncommon,2
d-ex11-2,Steeplechase,"[""Fire"", ""Colorless"", ""Metal""]",ex11-92,Holon Lass,Uncommon,1
d-ex11-2,Steeplechase,"[""Fire"", ""Colorless"", ""Metal""]",ex11-102,Switch,Common,2
d-ex11-2,Steeplechase,"[""Fire"", ""Colorless"", ""Metal""]",ex11-101,Potion,Common,2
d-ex11-2,Steeplechase,"[""Fire"", ""Colorless"", ""Metal""]",ex11-99,Master Ball,Uncommon,2
d-ex11-2,Steeplechase,"[""Fire"", ""Colorless"", ""Metal""]",ex11-89,Dual Ball,Uncommon,2
d-ex11-2,Steeplechase,"[""Fire"", ""Colorless"", ""Metal""]",ex9-102,Fire Energy,,22
d-ex11-2,Steeplechase,"[""Fire"", ""Colorless"", ""Metal""]",ex11-107,Metal Energy,Rare,2
d-sm4-1,Destruction Fang,"[""Darkness"", ""Psychic""]",sm4-62,Hydreigon,Rare Holo,1
d-sm4-1,Destruction Fang,"[""Darkness"", ""Psychic""]",sm4-62,Hydreigon,Rare,1
d-sm4-1,Destruction Fang,"[""Darkness"", ""Psychic""]",sm4-61,Zweilous,Uncommon,2
d-sm4-1,Destruction Fang,"[""Darkness"", ""Psychic""]",sm4-60,Deino,Common,3
d-sm4-1,Destruction Fang,"[""Darkness"", ""Psychic""]",sm4-59,Houndoom,Rare,2
d-sm4-1,Destruction Fang,"[""Darkness"", ""Psychic""]",sm4-58,Houndour,Common,3
d-sm4-1,Destruction Fang,"[""Darkness"", ""Psychic""]",sm2-113,Bewear,Uncommon,2
d-sm4-1,Destruction Fang,"[""Darkness"", ""Psychic""]",sm4-55,Stufful,Common,3
d-sm4-1,Destruction Fang,"[""Darkness"", ""Psychic""]",sm4-47,Salazzle,Rare,1
d-sm4-1,Destruction Fang,"[""Darkness"", ""Psychic""]",sm4-46,Salandit,Common,2
d-sm4-1,Destruction Fang,"[""Darkness"", ""Psychic""]",sm4-64,Mawile,Uncommon,2
d-sm4-1,Destruction Fang,"[""Darkness"", ""Psychic""]",sm1-113,Oranguru,Rare,1
d-sm4-1,Destruction Fang,"[""Darkness"", ""Psychic""]",sm1-116,Energy Retrieval,Uncommon,1
d-sm4-1,Destruction Fang,"[""Darkness"", ""Psychic""]",sm3-114,Escape Rope,Uncommon,1
d-sm4-1,Destruction Fang,"[""Darkness"", ""Psychic""]",sm1-118,Exp. Share,Uncommon,1
d-sm4-1,Destruction Fang,"[""Darkness"", ""Psychic""]",sm1-119,Great Ball,Uncommon,1
d-sm4-1,Destruction Fang,"[""Darkness"", ""Psychic""]",sm1-120,Hau,Uncommon,3
d-sm4-1,Destruction Fang,"[""Darkness"", ""Psychic""]",sm1-123,Nest Ball,Uncommon,2
d-sm4-1,Destruction Fang,"[""Darkness"", ""Psychic""]",sm1-128,Professor Kukui,Uncommon,2
d-sm4-1,Destruction Fang,"[""Darkness"", ""Psychic""]",sm2-130,Rescue Stretcher,Uncommon,1
d-sm4-1,Destruction Fang,"[""Darkness"", ""Psychic""]",sm3-123,Sophocles,Uncommon,1
d-sm4-1,Destruction Fang,"[""Darkness"", ""Psychic""]",sm1-132,Switch,Uncommon,1
d-sm4-1,Destruction Fang,"[""Darkness"", ""Psychic""]",sm1-134,Timer Ball,Uncommon,2
d-sm4-1,Destruction Fang,"[""Darkness"", ""Psychic""]",sm3-128,Wishful Baton,Uncommon,1
d-sm4-1,Destruction Fang,"[""Darkness"", ""Psychic""]",sm3-168,Darkness Energy,,12
d-sm4-1,Destruction Fang,"[""Darkness"", ""Psychic""]",sm1-162,Psychic Energy,,8
d-sm4-2,Clanging Thunder,"[""Lightning"", ""Fighting""]",sm4-77,Kommo-o,Rare Holo,1
d-sm4-2,Clanging Thunder,"[""Lightning"", ""Fighting""]",sm4-77,Kommo-o,Rare,1
d-sm4-2,Clanging Thunder,"[""Lightning"", ""Fighting""]",sm4-76,Hakamo-o,Uncommon,2
d-sm4-2,Clanging Thunder,"[""Lightning"", ""Fighting""]",sm4-75,Jangmo-o,Common,3
d-sm4-2,Clanging Thunder,"[""Lightning"", ""Fighting""]",sm4-31,Alolan Raichu,Rare,2
d-sm4-2,Clanging Thunder,"[""Lightning"", ""Fighting""]",sm4-30,Pikachu,Common,3
d-sm4-2,Clanging Thunder,"[""Lightning"", ""Fighting""]",sm4-54,Gastrodon,Uncommon,2
d-sm4-2,Clanging Thunder,"[""Lightning"", ""Fighting""]",sm4-29,Shellos,Common,3
d-sm4-2,Clanging Thunder,"[""Lightning"", ""Fighting""]",sm4-35,Emolga,Uncommon,2
d-sm4-2,Clanging Thunder,"[""Lightning"", ""Fighting""]",sm3-69,Solrock,Uncommon,2
d-sm4-2,Clanging Thunder,"[""Lightning"", ""Fighting""]",sm4-89,Type: Null,Rare,1
d-sm4-2,Clanging Thunder,"[""Lightning"", ""Fighting""]",sm1-114,Big Malasada,Uncommon,1
d-sm4-2,Clanging Thunder,"[""Lightning"", ""Fighting""]",sm4-93,Devoured Field,Uncommon,1
d-sm4-2,Clanging Thunder,"[""Lightning"", ""Fighting""]",sm1-116,Energy Retrieval,Uncommon,1
d-sm4-2,Clanging Thunder,"[""Lightning"", ""Fighting""]",sm3-114,Escape Rope,Uncommon,1
d-sm4-2,Clanging Thunder,"[""Lightning"", ""Fighting""]",sm1-118,Exp. Share,Uncommon,1
d-sm4-2,Clanging Thunder,"[""Lightning"", ""Fighting""]",sm1-120,Hau,Uncommon,3
d-sm4-2,Clanging Thunder,"[""Lightning"", ""Fighting""]",sm1-122,Lillie,Uncommon,1
d-sm4-2,Clanging Thunder,"[""Lightning"", ""Fighting""]",sm1-123,Nest Ball,Uncommon,2
d-sm4-2,Clanging Thunder,"[""Lightning"", ""Fighting""]",sm1-128,Professor Kukui,Uncommon,2
d-sm4-2,Clanging Thunder,"[""Lightning"", ""Fighting""]",sm2-130,Rescue Stretcher,Uncommon,1
d-sm4-2,Clanging Thunder,"[""Lightning"", ""Fighting""]",sm1-132,Switch,Uncommon,1
d-sm4-2,Clanging Thunder,"[""Lightning"", ""Fighting""]",sm1-134,Timer Ball,Uncommon,2
d-sm4-2,Clanging Thunder,"[""Lightning"", ""Fighting""]",sm1-135,Ultra Ball,Uncommon,1
d-sm4-2,Clanging Thunder,"[""Lightning"", ""Fighting""]",sm2-169,Fighting Energy,,12
d-sm4-2,Clanging Thunder,"[""Lightning"", ""Fighting""]",sm2-168,Lightning Energy,,8
d-swsh4-1,Charizard,"[""Fire""]",swsh4-25,Charizard,Rare Holo,1
d-swsh4-1,Charizard,"[""Fire""]",swsh4-25,Charizard,Rare,1
d-swsh4-1,Charizard,"[""Fire""]",swsh4-24,Charmeleon,Uncommon,3
d-swsh4-1,Charizard,"[""Fire""]",swsh4-23,Charmander,Common,3
d-swsh4-1,Charizard,"[""Fire""]",swsh4-7,Yanmega,Rare,2
d-swsh4-1,Charizard,"[""Fire""]",swsh4-6,Yanma,Common,3
d-swsh4-1,Charizard,"[""Fire""]",swsh4-28,Magcargo,Uncommon,2
d-swsh4-1,Charizard,"[""Fire""]",swsh4-27,Slugma,Common,3
d-swsh4-1,Charizard,"[""Fire""]",swsh1-100,Sudowoodo,Uncommon,2
